iid,wave,gender,age,race,field_cd,race_p,field_cd_p,match,attr1_1,sinc1_1,fun1_1,amb1_1,shar1_1
127,5,1,22.0,European,Engineering,1.0,8.0,0,25,25,15,5.0,5.0
127,5,1,22.0,European,Engineering,2.0,3.0,1,25,25,15,5.0,5.0
127,5,1,22.0,European,Engineering,2.0,13.0,1,25,25,15,5.0,5.0
127,5,1,22.0,European,Engineering,2.0,8.0,0,25,25,15,5.0,5.0
127,5,1,22.0,European,Engineering,3.0,16.0,1,25,25,15,5.0,5.0
127,5,1,22.0,European,Engineering,3.0,6.0,0,25,25,15,5.0,5.0
127,5,1,22.0,European,Engineering,2.0,3.0,0,25,25,15,5.0,5.0
128,5,1,21.0,European,Engineering,6.0,3.0,1,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,2.0,8.0,1,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,1.0,8.0,1,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,2.0,3.0,1,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,2.0,13.0,0,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,2.0,8.0,0,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,3.0,16.0,1,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,3.0,6.0,1,40,15,20,10.0,5.0
128,5,1,21.0,European,Engineering,2.0,3.0,0,40,15,20,10.0,5.0
131,5,1,19.0,Asian,Engineering,6.0,3.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,2.0,8.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,1.0,8.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,2.0,3.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,2.0,13.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,2.0,8.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,3.0,16.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,3.0,6.0,0,25,10,20,10.0,15.0
131,5,1,19.0,Asian,Engineering,2.0,3.0,0,25,10,20,10.0,15.0
243,10,1,27.0,European,Languages,6.0,3.0,0,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,2.0,9.0,1,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,4.0,10.0,0,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,2.0,7.0,0,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,2.0,15.0,0,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,2.0,10.0,0,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,4.0,8.0,0,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,4.0,8.0,1,20,20,25,5.0,10.0
243,10,1,27.0,European,Languages,3.0,3.0,1,20,20,25,5.0,10.0
244,10,1,28.0,European,Business,6.0,3.0,0,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,2.0,9.0,0,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,4.0,10.0,0,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,2.0,7.0,0,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,2.0,15.0,1,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,2.0,10.0,0,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,4.0,8.0,0,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,4.0,8.0,0,20,20,10,10.0,20.0
244,10,1,28.0,European,Business,3.0,3.0,0,20,20,10,10.0,20.0
245,10,1,32.0,European,History,6.0,3.0,0,18,10,10,10.0,22.0
245,10,1,32.0,European,History,2.0,9.0,0,18,10,10,10.0,22.0
245,10,1,32.0,European,History,4.0,10.0,0,18,10,10,10.0,22.0
245,10,1,32.0,European,History,2.0,7.0,0,18,10,10,10.0,22.0
245,10,1,32.0,European,History,2.0,15.0,0,18,10,10,10.0,22.0
245,10,1,32.0,European,History,2.0,10.0,1,18,10,10,10.0,22.0
245,10,1,32.0,European,History,4.0,8.0,0,18,10,10,10.0,22.0
245,10,1,32.0,European,History,4.0,8.0,0,18,10,10,10.0,22.0
245,10,1,32.0,European,History,3.0,3.0,0,18,10,10,10.0,22.0
246,10,1,25.0,European,Biological Sciences,6.0,3.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,2.0,9.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,4.0,10.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,2.0,7.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,2.0,15.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,2.0,10.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,4.0,8.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,4.0,8.0,0,35,20,20,10.0,5.0
246,10,1,25.0,European,Biological Sciences,3.0,3.0,1,35,20,20,10.0,5.0
247,10,1,25.0,Asian,Biological Sciences,6.0,3.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,2.0,9.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,4.0,10.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,2.0,7.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,2.0,15.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,2.0,10.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,4.0,8.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,4.0,8.0,0,20,30,15,0.0,25.0
247,10,1,25.0,Asian,Biological Sciences,3.0,3.0,0,20,30,15,0.0,25.0
248,10,1,27.0,Other,Business,6.0,3.0,0,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,2.0,9.0,1,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,4.0,10.0,0,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,2.0,7.0,0,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,2.0,15.0,0,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,2.0,10.0,0,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,4.0,8.0,0,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,4.0,8.0,1,25,15,20,15.0,5.0
248,10,1,27.0,Other,Business,3.0,3.0,1,25,15,20,15.0,5.0
249,10,1,33.0,Other,Business,6.0,3.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,2.0,9.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,4.0,10.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,2.0,7.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,2.0,15.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,2.0,10.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,4.0,8.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,4.0,8.0,0,22,22,15,5.0,21.0
249,10,1,33.0,Other,Business,3.0,3.0,0,22,22,15,5.0,21.0
250,10,1,25.0,Other,English,6.0,3.0,0,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,2.0,9.0,0,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,4.0,10.0,0,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,2.0,7.0,1,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,2.0,15.0,1,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,2.0,10.0,0,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,4.0,8.0,1,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,4.0,8.0,1,20,20,20,10.0,10.0
250,10,1,25.0,Other,English,3.0,3.0,1,20,20,20,10.0,10.0
251,10,1,33.0,Other,History,6.0,3.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,2.0,9.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,4.0,10.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,2.0,7.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,2.0,15.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,2.0,10.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,4.0,8.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,4.0,8.0,0,19,19,19,19.0,5.0
251,10,1,33.0,Other,History,3.0,3.0,1,19,19,19,19.0,5.0
273,11,1,29.0,European,Biological Sciences,3.0,13.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,4.0,3.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,7.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,4.0,10.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,4.0,4.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,9.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,6.0,9.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,10.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,4.0,10.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,4.0,10.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,3.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,1.0,3.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,6.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,1.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,16.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,4.0,10.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,3.0,4.0,1,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,7.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,4.0,10.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,11.0,0,30,25,18,4.0,5.0
273,11,1,29.0,European,Biological Sciences,2.0,11.0,0,30,25,18,4.0,5.0
274,11,1,24.0,Latino,Social Science,3.0,13.0,1,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,4.0,3.0,1,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,7.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,4.0,10.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,4.0,4.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,9.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,6.0,9.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,10.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,4.0,10.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,4.0,10.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,3.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,1.0,3.0,1,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,6.0,1,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,1.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,16.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,4.0,10.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,3.0,4.0,1,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,7.0,1,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,4.0,10.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,11.0,0,30,10,20,10.0,10.0
274,11,1,24.0,Latino,Social Science,2.0,11.0,0,30,10,20,10.0,10.0
275,11,1,21.0,European,Engineering,3.0,13.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,4.0,3.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,7.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,4.0,10.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,4.0,4.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,9.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,6.0,9.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,10.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,4.0,10.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,4.0,10.0,1,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,3.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,1.0,3.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,6.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,1.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,16.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,4.0,10.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,3.0,4.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,7.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,4.0,10.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,11.0,0,25,10,5,10.0,25.0
275,11,1,21.0,European,Engineering,2.0,11.0,0,25,10,5,10.0,25.0
276,11,1,26.0,European,Biological Sciences,3.0,13.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,4.0,3.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,7.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,4.0,10.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,4.0,4.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,9.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,6.0,9.0,1,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,10.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,4.0,10.0,1,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,4.0,10.0,1,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,3.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,1.0,3.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,6.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,1.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,16.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,4.0,10.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,3.0,4.0,1,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,7.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,4.0,10.0,1,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,11.0,0,24,16,14,8.0,10.0
276,11,1,26.0,European,Biological Sciences,2.0,11.0,0,24,16,14,8.0,10.0
277,11,1,25.0,European,Biological Sciences,3.0,13.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,4.0,3.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,7.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,4.0,10.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,4.0,4.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,9.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,6.0,9.0,1,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,10.0,1,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,4.0,10.0,1,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,4.0,10.0,1,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,3.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,1.0,3.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,6.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,1.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,16.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,4.0,10.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,3.0,4.0,1,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,7.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,4.0,10.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,11.0,0,60,20,20,0.0,0.0
277,11,1,25.0,European,Biological Sciences,2.0,11.0,0,60,20,20,0.0,0.0
278,11,1,32.0,European,Engineering,3.0,13.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,4.0,3.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,7.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,4.0,10.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,4.0,4.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,9.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,6.0,9.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,10.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,4.0,10.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,4.0,10.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,3.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,1.0,3.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,6.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,1.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,16.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,4.0,10.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,3.0,4.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,7.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,4.0,10.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,11.0,0,25,15,25,10.0,5.0
278,11,1,32.0,European,Engineering,2.0,11.0,0,25,15,25,10.0,5.0
279,11,1,25.0,European,Biological Sciences,3.0,13.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,4.0,3.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,7.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,4.0,10.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,4.0,4.0,1,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,9.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,6.0,9.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,10.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,4.0,10.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,4.0,10.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,3.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,1.0,3.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,6.0,1,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,1.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,16.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,4.0,10.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,3.0,4.0,1,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,7.0,1,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,4.0,10.0,1,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,11.0,0,27,15,10,10.0,10.0
279,11,1,25.0,European,Biological Sciences,2.0,11.0,0,27,15,10,10.0,10.0
280,11,1,25.0,European,Biological Sciences,3.0,13.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,4.0,3.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,7.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,4.0,10.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,4.0,4.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,9.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,6.0,9.0,1,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,10.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,4.0,10.0,1,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,4.0,10.0,1,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,3.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,1.0,3.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,6.0,1,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,1.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,16.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,4.0,10.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,3.0,4.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,7.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,4.0,10.0,1,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,11.0,0,25,20,15,5.0,5.0
280,11,1,25.0,European,Biological Sciences,2.0,11.0,0,25,20,15,5.0,5.0
281,11,1,27.0,European,Social Science,3.0,13.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,4.0,3.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,7.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,4.0,10.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,4.0,4.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,9.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,6.0,9.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,10.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,4.0,10.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,4.0,10.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,3.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,1.0,3.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,6.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,1.0,1,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,16.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,4.0,10.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,3.0,4.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,7.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,4.0,10.0,1,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,11.0,0,20,20,15,5.0,20.0
281,11,1,27.0,European,Social Science,2.0,11.0,0,20,20,15,5.0,20.0
282,11,1,23.0,Black,Engineering,3.0,13.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,4.0,3.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,7.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,4.0,10.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,4.0,4.0,1,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,9.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,6.0,9.0,1,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,10.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,4.0,10.0,1,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,4.0,10.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,3.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,1.0,3.0,1,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,6.0,1,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,1.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,16.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,4.0,10.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,3.0,4.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,7.0,0,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,4.0,10.0,1,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,11.0,1,25,15,20,10.0,10.0
282,11,1,23.0,Black,Engineering,2.0,11.0,0,25,15,20,10.0,10.0
283,11,1,27.0,Asian,Engineering,3.0,13.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,4.0,3.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,2.0,7.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,4.0,10.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,4.0,4.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,2.0,9.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,6.0,9.0,1,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,2.0,10.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,4.0,10.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,4.0,10.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,2.0,3.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,1.0,3.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,2.0,6.0,0,50,10,10,10.0,10.0
283,11,1,27.0,Asian,Engineering,2.0,1.0,0,50,10,10,10.0,10.0
